name,type,hp,card_type,sub_type,evolves_from,attacks,ex_rule,weaknesses,retreat_cost,artist,card_description,set,id,rarity,pack,versions,image,ability
Arcanine ex,Fire,150,Pokémon,Stage 1,Growlithe,"[{'name': 'Inferno Onrush', 'damage': '120', 'energy': ['Fire', 'Fire', 'Normal'], 'description': 'This Pokémon also does 20 damage to itself.'}]",,Water,2,PLANETA Saito,,Genetic Apex (A1),A1-41,◊◊◊◊,Pikachu pack,"['Genetic Apex #41 ◊◊◊◊', 'Genetic Apex #254 ☆☆', 'Extradimensional Crisis #100 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_041_EN_SM.webp,
Ponyta,Fire,60,Pokémon,Basic,,"[{'name': 'Flare', 'damage': '20', 'energy': ['Fire']}]",,Water,1,Uta,"It can’t run properly when it’s newly born. As it races around with others of its kind, its legs grow stronger.",Genetic Apex (A1),A1-42,◊,,['Genetic Apex #42 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_042_EN_SM.webp,
Rapidash,Fire,100,Pokémon,Stage 1,Ponyta,"[{'name': 'Fire Mane', 'damage': '40', 'energy': ['Fire']}]",,Water,1,Misa Tsutsui,"This Pokémon can be seen galloping through fields at speeds of up to 150 mph, its fiery mane fluttering in the wind.",Genetic Apex (A1),A1-43,◊◊,,"['Genetic Apex #43 ◊◊', 'Genetic Apex #231 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_043_EN_SM.webp,
Magmar,Fire,80,Pokémon,Basic,,"[{'name': 'Magma Punch', 'damage': '50', 'energy': ['Fire', 'Fire']}]",,Water,2,Ryuta Fuse,Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp.,Genetic Apex (A1),A1-44,◊,Charizard pack,['Genetic Apex #44 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_044_EN_SM.webp,
Flareon,Fire,120,Pokémon,Stage 1,Eevee,"[{'name': 'Flamethrower', 'damage': '110', 'energy': ['Fire', 'Normal', 'Normal'], 'description': 'Discard 1 [R] Energy from this Pokémon.'}]",,Water,2,sui,"Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees Fahrenheit.",Genetic Apex (A1),A1-45,◊◊◊,Charizard pack,['Genetic Apex #45 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_045_EN_SM.webp,
Moltres,Fire,100,Pokémon,Basic,,"[{'name': 'Sky Attack', 'damage': '130', 'energy': ['Fire', 'Normal', 'Normal'], 'description': 'Flip a coin. If tails, this attack does nothing.'}]",,Lightning,1,Hitoshi Ariga,"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow.",Genetic Apex (A1),A1-46,◊◊◊,Charizard pack,['Genetic Apex #46 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_046_EN_SM.webp,
Moltres ex,Fire,140,Pokémon,Basic,,"[{'name': 'Inferno Dance', 'damage': '', 'energy': ['Fire'], 'attack description': 'Flip 3 coins. Take an amount of [R] Energy from your Energy Zone equal to the number of heads and attach it to your Benched [R] Pokémon in any way you like.'}, {'name': 'Heat Blast', 'damage': '70', 'energy': ['Fire', 'Normal', 'Normal'], 'description': 'Flip 3 coins. Take an amount of [R] Energy from your Energy Zone equal to the number of heads and attach it to your Benched [R] Pokémon in any way you like.'}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,2,PLANETA Tsuji,,Genetic Apex (A1),A1-47,◊◊◊◊,Charizard pack,"['Genetic Apex #47 ◊◊◊◊', 'Genetic Apex #255 ☆☆', 'Genetic Apex #274 ☆☆', 'Promo-A #25', 'Eevee Grove #103 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_047_EN_SM.webp,
Heatmor,Fire,80,Pokémon,Basic,,"[{'name': 'Combustion', 'damage': '30', 'energy': ['Fire']}]",,Water,1,Suwama Chiaki,"There’s a hole in its tail that allows it to draw in the air it needs to keep its fire burning. If the hole gets blocked, this Pokémon will fall ill.",Genetic Apex (A1),A1-48,◊,,['Genetic Apex #48 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_048_EN_SM.webp,
Salandit,Fire,60,Pokémon,Basic,,"[{'name': 'Scratch', 'damage': '20', 'energy': ['Fire']}]",,Water,1,Kyoko Umemoto,"It taunts its prey and lures them into narrow, rocky areas where it then sprays them with toxic gas to make them dizzy and take them down.",Genetic Apex (A1),A1-49,◊,Mewtwo pack,['Genetic Apex #49 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_049_EN_SM.webp,
Salazzle,Fire,90,Pokémon,Stage 1,Salandit,"[{'name': 'Fire Claws', 'damage': '60', 'energy': ['Fire', 'Normal']}]",,Water,1,hatachu,"Salazzle makes its opponents light-headed with poisonous gas, then captivates them with alluring movements to turn them into loyal servants.",Genetic Apex (A1),A1-50,◊,Mewtwo pack,['Genetic Apex #50 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_050_EN_SM.webp,
Sizzlipede,Fire,60,Pokémon,Basic,,"[{'name': 'Gnaw', 'damage': '10', 'energy': ['Normal']}]",,Water,1,Teeziro,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,Genetic Apex (A1),A1-51,◊,,['Genetic Apex #51 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_051_EN_SM.webp,
Centiskorch,Fire,130,Pokémon,Stage 1,Sizzlipede,"[{'name': 'Fire Blast', 'damage': '130', 'energy': ['Fire', 'Normal', 'Normal', 'Normal'], 'description': 'Discard a [R] Energy from this Pokémon.'}]",,Water,3,GOSSAN,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",Genetic Apex (A1),A1-52,◊◊,,['Genetic Apex #52 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_052_EN_SM.webp,
Squirtle,Water,60,Pokémon,Basic,,"[{'name': 'Water Gun', 'damage': '20', 'energy': ['Water']}]",,Lightning,1,Mizue,"When it retracts its long neck into its shell, it squirts out water with vigorous force.",Genetic Apex (A1),A1-53,◊,Pikachu pack,"['Genetic Apex #53 ◊', 'Genetic Apex #232 ☆', 'Promo-A #33', 'Celestial Guardians #215 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_053_EN_SM.webp,
Wartortle,Water,80,Pokémon,Stage 1,Squirtle,"[{'name': 'Wave Splash', 'damage': '40', 'energy': ['Water', 'Normal']}]",,Lightning,1,Nelnal,"It is recognized as a symbol of longevity. If its shell has algae on it, that Wartortle is very old.",Genetic Apex (A1),A1-54,◊◊,Pikachu pack,"['Genetic Apex #54 ◊◊', 'Celestial Guardians #216 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_054_EN_SM.webp,
Blastoise,Water,150,Pokémon,Stage 2,Wartortle,"[{'name': 'Hydro Pump', 'damage': '80+', 'energy': ['Water', 'Water', 'Normal'], 'description': 'If this Pokémon has at least 2 extra [W] Energy attached, this attack does 60 more damage.'}]",,Lightning,3,Nurikabe,"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell.",Genetic Apex (A1),A1-55,◊◊◊,Pikachu pack,"['Genetic Apex #55 ◊◊◊', 'Promo-A #29', 'Celestial Guardians #217 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_055_EN_SM.webp,
Blastoise ex,Water,180,Pokémon,Stage 2,Wartortle,"[{'name': 'Surf', 'damage': '40', 'energy': ['Water', 'Normal']}, {'name': 'Hydro Bazooka', 'damage': '100+', 'energy': ['Water', 'Water', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,3,PLANETA Tsuji,,Genetic Apex (A1),A1-56,◊◊◊◊,Pikachu pack,"['Genetic Apex #56 ◊◊◊◊', 'Genetic Apex #256 ☆☆', 'Celestial Guardians #232 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_056_EN_SM.webp,
Psyduck,Water,60,Pokémon,Basic,,"[{'name': 'Headache', 'damage': '10', 'energy': ['Normal'], 'description': ""Your opponent can't use any Supporter cards from their hand during their next turn.""}]",,Lightning,1,Shibuzoh.,"It is constantly wracked by a headache. When the headache turns intense, it begins using mysterious powers.",Genetic Apex (A1),A1-57,◊,,"['Genetic Apex #57 ◊', 'Secluded Springs #93 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_057_EN_SM.webp,
Golduck,Water,90,Pokémon,Stage 1,Psyduck,"[{'name': 'Aqua Edge', 'damage': '70', 'energy': ['Water', 'Water']}]",,Lightning,1,Naoki Saito,"When it swims at full speed using its long, webbed limbs, its forehead somehow begins to glow.",Genetic Apex (A1),A1-58,◊◊,,"['Genetic Apex #58 ◊◊', 'Secluded Springs #94 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_058_EN_SM.webp,
Poliwag,Water,60,Pokémon,Basic,,"[{'name': 'Razor Fin', 'damage': '10', 'energy': ['Normal']}]",,Lightning,1,Shibuzoh.,"For Poliwag, swimming is easier than walking. The swirl pattern on its belly is actually part of the Pokémon’s innards showing through the skin.",Genetic Apex (A1),A1-59,◊,Charizard pack,['Genetic Apex #59 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_059_EN_SM.webp,
Poliwhirl,Water,90,Pokémon,Stage 1,Poliwag,"[{'name': 'Knuckle Punch', 'damage': '40', 'energy': ['Normal', 'Normal']}]",,Lightning,2,Yuka Morii,Staring at the swirl on its belly causes drowsiness. This trait of Poliwhirl’s has been used in place of lullabies to get children to go to sleep.,Genetic Apex (A1),A1-60,◊◊,Charizard pack,['Genetic Apex #60 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_060_EN_SM.webp,
Poliwrath,Water,150,Pokémon,Stage 2,Poliwhirl,"[{'name': 'Mega Punch', 'damage': '80', 'energy': ['Water', 'Normal', 'Normal']}]",,Lightning,2,Akira Komayama,"Its body is solid muscle. When swimming through cold seas, Poliwrath uses its impressive arms to smash through drift ice and plow forward.",Genetic Apex (A1),A1-61,◊◊◊,Charizard pack,['Genetic Apex #61 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_061_EN_SM.webp,"Counterattack: If this Pokémon is in the Active Spot and is damaged by an attack from your opponent's Pokémon, do 20 damage to the Attacking Pokémon."
Tentacool,Water,60,Pokémon,Basic,,"[{'name': 'Gentle Slap', 'damage': '20', 'energy': ['Water']}]",,Lightning,1,Shinya Komatsu,Tentacool is not a particularly strong swimmer. It drifts across the surface of shallow seas as it searches for prey.,Genetic Apex (A1),A1-62,◊,Mewtwo pack,['Genetic Apex #62 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_062_EN_SM.webp,
Tentacruel,Water,110,Pokémon,Stage 1,Tentacool,"[{'name': 'Poison Tentacles', 'damage': '50', 'energy': ['Water', 'Normal'], 'description': ""Your opponent's Active Pokémon is now Poisoned.""}]",,Lightning,2,kodama,"When the red orbs on Tentacruel’s head glow brightly, watch out. The Pokémon is about to fire off a burst of ultrasonic waves.",Genetic Apex (A1),A1-63,◊◊,Mewtwo pack,['Genetic Apex #63 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_063_EN_SM.webp,
Seel,Water,80,Pokémon,Basic,,"[{'name': 'Headbutt', 'damage': '30', 'energy': ['Normal', 'Normal']}]",,Lightning,2,Masako Yamashita,"Thanks to its thick fat, cold seas don’t bother it at all, but it gets tired pretty easily in warm waters.",Genetic Apex (A1),A1-64,◊,Pikachu pack,['Genetic Apex #64 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_064_EN_SM.webp,
Dewgong,Water,120,Pokémon,Stage 1,Seel,"[{'name': 'Surf', 'damage': '90', 'energy': ['Water', 'Water', 'Water']}]",,Lightning,3,Kanako Eo,It sunbathes on the beach after meals. The rise in its body temperature helps its digestion.,Genetic Apex (A1),A1-65,◊◊,Pikachu pack,['Genetic Apex #65 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_065_EN_SM.webp,
Shellder,Water,60,Pokémon,Basic,,"[{'name': 'Tongue Slap', 'damage': '20', 'energy': ['Water']}]",,Lightning,1,Sumiyoshi Kizuki,"It is encased in a shell that is harder than diamond. Inside, however, it is surprisingly tender.",Genetic Apex (A1),A1-66,◊,Mewtwo pack,['Genetic Apex #66 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_066_EN_SM.webp,
Cloyster,Water,120,Pokémon,Stage 1,Shellder,"[{'name': 'Surf', 'damage': '70', 'energy': ['Water', 'Water', 'Normal']}]",,Lightning,3,Saya Tsuruta,"Cloyster that live in seas with harsh tidal currents grow large, sharp spikes on their shells.",Genetic Apex (A1),A1-67,◊◊,Mewtwo pack,['Genetic Apex #67 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_067_EN_SM.webp,Shell Armor: This Pokémon takes -10 damage from attacks.
Krabby,Water,70,Pokémon,Basic,,"[{'name': 'Vise Grip', 'damage': '40', 'energy': ['Water', 'Normal']}]",,Lightning,2,Tomokazu Komiya,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.,Genetic Apex (A1),A1-68,◊,Mewtwo pack,"['Genetic Apex #68 ◊', 'Secluded Springs #95 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_068_EN_SM.webp,
Kingler,Water,120,Pokémon,Stage 1,Krabby,"[{'name': 'KO Crab', 'damage': '80+', 'energy': ['Water', 'Water', 'Normal'], 'description': 'Flip 2 coins. If both of them are heads, this attack does 80 more damage.'}]",,Lightning,3,Shigenori Negishi,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move.",Genetic Apex (A1),A1-69,◊◊,Mewtwo pack,"['Genetic Apex #69 ◊◊', 'Secluded Springs #96 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_069_EN_SM.webp,
Horsea,Water,60,Pokémon,Basic,,"[{'name': 'Water Gun', 'damage': '20', 'energy': ['Water']}]",,Lightning,1,Saya Tsuruta,"Horsea makes its home in oceans with gentle currents. If this Pokémon is under attack, it spits out pitch-black ink and escapes.",Genetic Apex (A1),A1-70,◊,Pikachu pack,['Genetic Apex #70 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_070_EN_SM.webp,
Seadra,Water,70,Pokémon,Stage 1,Horsea,"[{'name': 'Water Arrow', 'damage': '', 'energy': ['Water', 'Water', 'Water'], 'description': ""This attack does 50 damage to 1 of your opponent's Pokémon.""}]",,Lightning,1,Sanosuke Sakuma,"It’s the males that raise the offspring. While Seadra are raising young, the spines on their backs secrete thicker and stronger poison.",Genetic Apex (A1),A1-71,◊◊,Pikachu pack,['Genetic Apex #71 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_071_EN_SM.webp,
Goldeen,Water,60,Pokémon,Basic,,"[{'name': 'Flop', 'damage': '10', 'energy': ['Normal']}]",,Lightning,1,Kyoko Umemoto,"Its dorsal, pectoral, and tail fins wave elegantly in water. That is why it is known as the Water Dancer.",Genetic Apex (A1),A1-72,◊,Pikachu pack,['Genetic Apex #72 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_072_EN_SM.webp,
Seaking,Water,100,Pokémon,Stage 1,Goldeen,"[{'name': 'Horn Hazard', 'damage': '80', 'energy': ['Water'], 'description': 'Flip a coin. If tails, this attack does nothing.'}]",,Lightning,1,Kyoko Umemoto,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors.",Genetic Apex (A1),A1-73,◊,Pikachu pack,['Genetic Apex #73 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_073_EN_SM.webp,
Staryu,Water,50,Pokémon,Basic,,"[{'name': 'Smack', 'damage': '20', 'energy': ['Water']}]",,Lightning,1,Hiroki Asanuma,"If you visit a beach at the end of summer, you’ll be able to see groups of Staryu lighting up in a steady rhythm.",Genetic Apex (A1),A1-74,◊,Charizard pack,"['Genetic Apex #74 ◊', 'Celestial Guardians #218 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_074_EN_SM.webp,
Starmie,Water,90,Pokémon,Stage 1,Staryu,"[{'name': 'Wave Splash', 'damage': '40', 'energy': ['Water']}]",,Lightning,0,Yukiko Baba,This Pokémon has an organ known as its core. The organ glows in seven colors when Starmie is unleashing its potent psychic powers.,Genetic Apex (A1),A1-75,◊◊,Charizard pack,"['Genetic Apex #75 ◊◊', 'Celestial Guardians #219 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_075_EN_SM.webp,
Starmie ex,Water,130,Pokémon,Stage 1,Staryu,"[{'name': 'Hydro Splash', 'damage': '90', 'energy': ['Water', 'Water']}]",,Lightning,0,PLANETA Igarashi,,Genetic Apex (A1),A1-76,◊◊◊◊,Charizard pack,"['Genetic Apex #76 ◊◊◊◊', 'Genetic Apex #257 ☆☆', 'Celestial Guardians #233 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_076_EN_SM.webp,
Magikarp,Water,30,Pokémon,Basic,,"[{'name': 'Splash', 'damage': '10', 'energy': ['Normal']}]",,Lightning,1,Sekio,"An underpowered, pathetic Pokémon. It may jump high on rare occasions but never more than seven feet.",Genetic Apex (A1),A1-77,◊,Pikachu pack,['Genetic Apex #77 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_077_EN_SM.webp,
Gyarados,Water,150,Pokémon,Stage 1,Magikarp,"[{'name': 'Hyper Beam', 'damage': '100', 'energy': ['Water', 'Water', 'Water', 'Water'], 'description': ""Discard a random Energy from your opponent's Active Pokémon.""}]",,Lightning,4,Mitsuhiro Arita,"Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it.",Genetic Apex (A1),A1-78,◊◊◊,Pikachu pack,"['Genetic Apex #78 ◊◊◊', 'Genetic Apex #233 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_078_EN_SM.webp,
Lapras,Water,100,Pokémon,Basic,,"[{'name': 'Hydro Pump', 'damage': '20+', 'energy': ['Water'], 'description': 'If this Pokémon has at least 3 extra [W] Energy attached, this attack does 70 more damage.'}]",,Lightning,2,Sekio,"A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it.",Genetic Apex (A1),A1-79,◊◊◊,Charizard pack,"['Genetic Apex #79 ◊◊◊', 'Genetic Apex #234 ☆', 'Eevee Grove #94 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_079_EN_SM.webp,
Vaporeon,Water,130,Pokémon,Stage 1,Eevee,"[{'name': 'Bubble Drain', 'damage': '60', 'energy': ['Water', 'Normal', 'Normal'], 'description': 'Heal 30 damage from this Pokémon.'}]",,Lightning,2,Kagemaru Himeno,"It lives close to water. Its long tail is ridged with a fin, which is often mistaken for a mermaid’s.",Genetic Apex (A1),A1-80,◊◊◊,Mewtwo pack,"['Genetic Apex #80 ◊◊◊', 'Wisdom of Sea and Sky #216 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_080_EN_SM.webp,
Omanyte,Water,90,Pokémon,Stage 1,Helix Fossil,"[{'name': 'Water Gun', 'damage': '40', 'energy': ['Water']}]",,Lightning,1,Suwama Chiaki,"Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem.",Genetic Apex (A1),A1-81,◊◊,Pikachu pack,['Genetic Apex #81 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_081_EN_SM.webp,
Omastar,Water,140,Pokémon,Stage 2,Omanyte,"[{'name': 'Ancient Whirlpool', 'damage': '70', 'energy': ['Water', 'Normal', 'Normal'], 'description': ""During your opponent's next turn, the Defending Pokémon can't attack.""}]",,Lightning,2,kirisAki,"Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food.",Genetic Apex (A1),A1-82,◊◊◊,Pikachu pack,['Genetic Apex #82 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_082_EN_SM.webp,
Articuno,Water,100,Pokémon,Basic,,"[{'name': 'Ice Beam', 'damage': '60', 'energy': ['Water', 'Water', 'Normal'], 'description': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",,Lightning,1,Hitoshi Ariga,"It’s said that this Pokémon’s beautiful blue wings are made of ice. Articuno flies over snowy mountains, its long tail fluttering along behind it.",Genetic Apex (A1),A1-83,◊◊◊,Mewtwo pack,['Genetic Apex #83 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_083_EN_SM.webp,
Articuno ex,Water,140,Pokémon,Basic,,"[{'name': 'Ice Wing', 'damage': '40', 'energy': ['Water', 'Normal']}, {'name': 'Blizzard', 'damage': '80', 'energy': ['Water', 'Water', 'Water'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,2,PLANETA Saito,,Genetic Apex (A1),A1-84,◊◊◊◊,Mewtwo pack,"['Genetic Apex #84 ◊◊◊◊', 'Genetic Apex #258 ☆☆', 'Genetic Apex #275 ☆☆', 'Eevee Grove #104 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_084_EN_SM.webp,
Ducklett,Water,50,Pokémon,Basic,,"[{'name': 'Flap', 'damage': '30', 'energy': ['Normal', 'Normal']}]",,Lightning,1,Yumi,"When attacked, it uses its feathers to splash water, escaping under cover of the spray.",Genetic Apex (A1),A1-85,◊,Charizard pack,['Genetic Apex #85 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_085_EN_SM.webp,
Swanna,Water,90,Pokémon,Stage 1,Ducklett,"[{'name': 'Wing Attack', 'damage': '70', 'energy': ['Normal', 'Normal', 'Normal']}]",,Lightning,1,sui,"Despite their elegant appearance, they can flap their wings strongly and fly for thousands of miles.",Genetic Apex (A1),A1-86,◊◊,Charizard pack,['Genetic Apex #86 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_086_EN_SM.webp,
Froakie,Water,60,Pokémon,Basic,,"[{'name': 'Flop', 'damage': '10', 'energy': ['Normal']}]",,Lightning,1,Aya Kusube,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,Genetic Apex (A1),A1-87,◊,Charizard pack,"['Genetic Apex #87 ◊', 'Promo-A #61', 'Extradimensional Crisis #91 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_087_EN_SM.webp,
Frogadier,Water,80,Pokémon,Stage 1,Froakie,"[{'name': 'Water Drip', 'damage': '30', 'energy': ['Normal']}]",,Lightning,1,Akira Komayama,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",Genetic Apex (A1),A1-88,◊◊,Charizard pack,"['Genetic Apex #88 ◊◊', 'Extradimensional Crisis #92 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_088_EN_SM.webp,
Greninja,Water,120,Pokémon,Stage 2,Frogadier,"[{'name': 'Mist Slash', 'damage': '60', 'energy': ['Water', 'Normal']}]",,Lightning,1,5ban Graphics,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",Genetic Apex (A1),A1-89,◊◊◊,Charizard pack,"['Genetic Apex #89 ◊◊◊', 'Promo-A #19', 'Extradimensional Crisis #93 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_089_EN_SM.webp,"Water Shuriken: Once during your turn, you may do 20 damage to 1 of your opponent's Pokémon."
Pyukumuku,Water,70,Pokémon,Basic,,"[{'name': 'Rain Splash', 'damage': '30', 'energy': ['Water']}]",,Lightning,1,OOYAMA,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them.",Genetic Apex (A1),A1-90,◊,Charizard pack,['Genetic Apex #90 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_090_EN_SM.webp,
Bruxish,Water,90,Pokémon,Basic,,"[{'name': 'Second Strike', 'damage': '10+', 'energy': ['Water', 'Normal'], 'description': ""If your opponent's Active Pokémon has damage on it, this attack does 60 more damage.""}]",,Lightning,1,Mizue,It grinds its teeth with great force to stimulate its brain. It fires the psychic energy created by this process from the protuberance on its head.,Genetic Apex (A1),A1-91,◊◊,,['Genetic Apex #91 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_091_EN_SM.webp,
Snom,Water,50,Pokémon,Basic,,"[{'name': 'Ram', 'damage': '10', 'energy': ['Normal']}]",,Metal,1,ryoma uratsuka,"It eats snow that has accumulated on the ground. It prefers soft, freshly fallen snow, so it will eat its way up a mountain, aiming for the peak.",Genetic Apex (A1),A1-92,◊,,['Genetic Apex #92 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_092_EN_SM.webp,
Frosmoth,Water,90,Pokémon,Stage 1,Snom,"[{'name': 'Powder Snow', 'damage': '40', 'energy': ['Water', 'Normal'], 'description': ""Your opponent's Active Pokémon is now Asleep.""}]",,Metal,1,aoki,"Frosmoth senses air currents with its antennae. It sends its scales drifting on frigid air, making them fall like snow.",Genetic Apex (A1),A1-93,◊◊,,['Genetic Apex #93 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_093_EN_SM.webp,
Pikachu,Lightning,60,Pokémon,Basic,,"[{'name': 'Gnaw', 'damage': '20', 'energy': ['Electric']}]",,Fighting,1,Mitsuhiro Arita,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.",Genetic Apex (A1),A1-94,◊,Pikachu pack,"['Genetic Apex #94 ◊', 'Promo-A #9', 'Promo-A #15']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_094_EN_SM.webp,
Raichu,Lightning,100,Pokémon,Stage 1,Pikachu,"[{'name': 'Thunderbolt', 'damage': '140', 'energy': ['Electric', 'Electric', 'Electric'], 'description': 'Discard all Energy from this Pokémon.'}]",,Fighting,1,AKIRA EGAWA,"Its tail discharges electricity into the ground, protecting it from getting shocked.",Genetic Apex (A1),A1-95,◊◊◊,Pikachu pack,['Genetic Apex #95 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_095_EN_SM.webp,
